"","query","rankname","taxname"
"14555","72063","no rank","Neoteleostei"
"14556","72063","no rank","Eurypterygia"
"14557","72063","no rank","Ctenosquamata"
"14558","72063","no rank","Acanthomorphata"
"14559","72063","no rank","Euacanthomorphacea"
"14560","72063","no rank","Percomorphaceae"
"14561","72063","no rank","Eupercaria"
"14562","72063","order","Perciformes"
"14563","72063","suborder","Scorpaenoidei"
"14564","72063","family","Sebastidae"
"14565","72063","subfamily","Sebastinae"
"14566","72063","genus","Sebastes"
"14567","72063","species","Sebastes caurinus"
"14568","72084","no rank","cellular organisms"
"14569","72084","superkingdom","Eukaryota"
"14570","72084","no rank","Opisthokonta"
"14571","72084","kingdom","Metazoa"
"14572","72084","no rank","Eumetazoa"
"14573","72084","no rank","Bilateria"
"14574","72084","no rank","Deuterostomia"
"14575","72084","phylum","Chordata"
"14576","72084","subphylum","Craniata"
"14577","72084","no rank","Vertebrata"
"14578","72084","no rank","Gnathostomata"
"14579","72084","no rank","Teleostomi"
"14580","72084","no rank","Euteleostomi"
"14581","72084","superclass","Actinopterygii"
"14582","72084","class","Actinopteri"
"14583","72084","subclass","Neopterygii"
"14584","72084","infraclass","Teleostei"
"14585","72084","no rank","Osteoglossocephalai"
"14586","72084","no rank","Clupeocephala"
"14587","72084","no rank","Euteleosteomorpha"
"14588","72084","no rank","Neoteleostei"
"14589","72084","no rank","Eurypterygia"
"14590","72084","no rank","Ctenosquamata"
"14591","72084","no rank","Acanthomorphata"
"14592","72084","no rank","Euacanthomorphacea"
"14593","72084","no rank","Percomorphaceae"
"14594","72084","no rank","Eupercaria"
"14595","72084","order","Perciformes"
"14596","72084","suborder","Scorpaenoidei"
"14597","72084","family","Sebastidae"
"14598","72084","subfamily","Sebastinae"
"14599","72084","genus","Sebastes"
"14600","72084","species","Sebastes maliger"
"14601","394688","no rank","cellular organisms"
"14602","394688","superkingdom","Eukaryota"
"14603","394688","no rank","Opisthokonta"
"14604","394688","kingdom","Metazoa"
"14605","394688","no rank","Eumetazoa"
"14606","394688","no rank","Bilateria"
"14607","394688","no rank","Deuterostomia"
"14608","394688","phylum","Chordata"
"14609","394688","subphylum","Craniata"
"14610","394688","no rank","Vertebrata"
"14611","394688","no rank","Gnathostomata"
"14612","394688","no rank","Teleostomi"
"14613","394688","no rank","Euteleostomi"
"14614","394688","superclass","Actinopterygii"
"14615","394688","class","Actinopteri"
"14616","394688","subclass","Neopterygii"
"14617","394688","infraclass","Teleostei"
"14618","394688","no rank","Osteoglossocephalai"
"14619","394688","no rank","Clupeocephala"
"14620","394688","no rank","Euteleosteomorpha"
"14621","394688","no rank","Neoteleostei"
"14622","394688","no rank","Eurypterygia"
"14623","394688","no rank","Ctenosquamata"
"14624","394688","no rank","Acanthomorphata"
"14625","394688","no rank","Euacanthomorphacea"
"14626","394688","no rank","Percomorphaceae"
"14627","394688","no rank","Eupercaria"
"14628","394688","order","Perciformes"
"14629","394688","suborder","Scorpaenoidei"
"14630","394688","family","Sebastidae"
"14631","394688","subfamily","Sebastinae"
"14632","394688","genus","Sebastes"
"14633","394688","species","Sebastes chrysomelas"
"14634","72062","no rank","cellular organisms"
"14635","72062","superkingdom","Eukaryota"
"14636","72062","no rank","Opisthokonta"
"14637","72062","kingdom","Metazoa"
"14638","72062","no rank","Eumetazoa"
"14639","72062","no rank","Bilateria"
"14640","72062","no rank","Deuterostomia"
"14641","72062","phylum","Chordata"
"14642","72062","subphylum","Craniata"
"14643","72062","no rank","Vertebrata"
"14644","72062","no rank","Gnathostomata"
"14645","72062","no rank","Teleostomi"
"14646","72062","no rank","Euteleostomi"
"14647","72062","superclass","Actinopterygii"
"14648","72062","class","Actinopteri"
"14649","72062","subclass","Neopterygii"
"14650","72062","infraclass","Teleostei"
"14651","72062","no rank","Osteoglossocephalai"
"14652","72062","no rank","Clupeocephala"
"14653","72062","no rank","Euteleosteomorpha"
"14654","72062","no rank","Neoteleostei"
"14655","72062","no rank","Eurypterygia"
"14656","72062","no rank","Ctenosquamata"
"14657","72062","no rank","Acanthomorphata"
"14658","72062","no rank","Euacanthomorphacea"
"14659","72062","no rank","Percomorphaceae"
"14660","72062","no rank","Eupercaria"
"14661","72062","order","Perciformes"
"14662","72062","suborder","Scorpaenoidei"
"14663","72062","family","Sebastidae"
"14664","72062","subfamily","Sebastinae"
"14665","72062","genus","Sebastes"
"14666","72062","species","Sebastes carnatus"
"14667","72056","no rank","cellular organisms"
"14668","72056","superkingdom","Eukaryota"
"14669","72056","no rank","Opisthokonta"
"14670","72056","kingdom","Metazoa"
"14671","72056","no rank","Eumetazoa"
"14672","72056","no rank","Bilateria"
"14673","72056","no rank","Deuterostomia"
"14674","72056","phylum","Chordata"
"14675","72056","subphylum","Craniata"
"14676","72056","no rank","Vertebrata"
"14677","72056","no rank","Gnathostomata"
"14678","72056","no rank","Teleostomi"
"14679","72056","no rank","Euteleostomi"
"14680","72056","superclass","Actinopterygii"
"14681","72056","class","Actinopteri"
"14682","72056","subclass","Neopterygii"
"14683","72056","infraclass","Teleostei"
"14684","72056","no rank","Osteoglossocephalai"
"14685","72056","no rank","Clupeocephala"
"14686","72056","no rank","Euteleosteomorpha"
"14687","72056","no rank","Neoteleostei"
"14688","72056","no rank","Eurypterygia"
"14689","72056","no rank","Ctenosquamata"
"14690","72056","no rank","Acanthomorphata"
"14691","72056","no rank","Euacanthomorphacea"
"14692","72056","no rank","Percomorphaceae"
"14693","72056","no rank","Eupercaria"
"14694","72056","order","Perciformes"
"14695","72056","suborder","Scorpaenoidei"
"14696","72056","family","Sebastidae"
"14697","72056","subfamily","Sebastinae"
"14698","72056","genus","Sebastes"
"14699","72056","species","Sebastes atrovirens"
"14700","72059","no rank","cellular organisms"
"14701","72059","superkingdom","Eukaryota"
"14702","72059","no rank","Opisthokonta"
"14703","72059","kingdom","Metazoa"
"14704","72059","no rank","Eumetazoa"
"14705","72059","no rank","Bilateria"
"14706","72059","no rank","Deuterostomia"
"14707","72059","phylum","Chordata"
"14708","72059","subphylum","Craniata"
"14709","72059","no rank","Vertebrata"
"14710","72059","no rank","Gnathostomata"
"14711","72059","no rank","Teleostomi"
"14712","72059","no rank","Euteleostomi"
"14713","72059","superclass","Actinopterygii"
"14714","72059","class","Actinopteri"
"14715","72059","subclass","Neopterygii"
"14716","72059","infraclass","Teleostei"
"14717","72059","no rank","Osteoglossocephalai"
"14718","72059","no rank","Clupeocephala"
"14719","72059","no rank","Euteleosteomorpha"
"14720","72059","no rank","Neoteleostei"
"14721","72059","no rank","Eurypterygia"
"14722","72059","no rank","Ctenosquamata"
"14723","72059","no rank","Acanthomorphata"
"14724","72059","no rank","Euacanthomorphacea"
"14725","72059","no rank","Percomorphaceae"
"14726","72059","no rank","Eupercaria"
"14727","72059","order","Perciformes"
"14728","72059","suborder","Scorpaenoidei"
"14729","72059","family","Sebastidae"
"14730","72059","subfamily","Sebastinae"
"14731","72059","genus","Sebastes"
"14732","72059","species","Sebastes babcocki"
"14733","72091","no rank","cellular organisms"
"14734","72091","superkingdom","Eukaryota"
"14735","72091","no rank","Opisthokonta"
"14736","72091","kingdom","Metazoa"
"14737","72091","no rank","Eumetazoa"
"14738","72091","no rank","Bilateria"
"14739","72091","no rank","Deuterostomia"
"14740","72091","phylum","Chordata"
"14741","72091","subphylum","Craniata"
"14742","72091","no rank","Vertebrata"
"14743","72091","no rank","Gnathostomata"
"14744","72091","no rank","Teleostomi"
"14745","72091","no rank","Euteleostomi"
"14746","72091","superclass","Actinopterygii"
"14747","72091","class","Actinopteri"
"14748","72091","subclass","Neopterygii"
"14749","72091","infraclass","Teleostei"
"14750","72091","no rank","Osteoglossocephalai"
"14751","72091","no rank","Clupeocephala"
"14752","72091","no rank","Euteleosteomorpha"
"14753","72091","no rank","Neoteleostei"
"14754","72091","no rank","Eurypterygia"
"14755","72091","no rank","Ctenosquamata"
"14756","72091","no rank","Acanthomorphata"
"14757","72091","no rank","Euacanthomorphacea"
"14758","72091","no rank","Percomorphaceae"
"14759","72091","no rank","Eupercaria"
"14760","72091","order","Perciformes"
"14761","72091","suborder","Scorpaenoidei"
"14762","72091","family","Sebastidae"
"14763","72091","subfamily","Sebastinae"
"14764","72091","genus","Sebastes"
"14765","72091","species","Sebastes oculatus"
"14766","72061","no rank","cellular organisms"
"14767","72061","superkingdom","Eukaryota"
"14768","72061","no rank","Opisthokonta"
"14769","72061","kingdom","Metazoa"
"14770","72061","no rank","Eumetazoa"
"14771","72061","no rank","Bilateria"
"14772","72061","no rank","Deuterostomia"
"14773","72061","phylum","Chordata"
"14774","72061","subphylum","Craniata"
"14775","72061","no rank","Vertebrata"
"14776","72061","no rank","Gnathostomata"
"14777","72061","no rank","Teleostomi"
"14778","72061","no rank","Euteleostomi"
"14779","72061","superclass","Actinopterygii"
"14780","72061","class","Actinopteri"
"14781","72061","subclass","Neopterygii"
"14782","72061","infraclass","Teleostei"
"14783","72061","no rank","Osteoglossocephalai"
"14784","72061","no rank","Clupeocephala"
"14785","72061","no rank","Euteleosteomorpha"
"14786","72061","no rank","Neoteleostei"
"14787","72061","no rank","Eurypterygia"
"14788","72061","no rank","Ctenosquamata"
"14789","72061","no rank","Acanthomorphata"
"14790","72061","no rank","Euacanthomorphacea"
"14791","72061","no rank","Percomorphaceae"
"14792","72061","no rank","Eupercaria"
"14793","72061","order","Perciformes"
"14794","72061","suborder","Scorpaenoidei"
"14795","72061","family","Sebastidae"
"14796","72061","subfamily","Sebastinae"
"14797","72061","genus","Sebastes"
"14798","72061","species","Sebastes capensis"
"14799","72060","no rank","cellular organisms"
"14800","72060","superkingdom","Eukaryota"
