"X1","X2","dist","Bray_Curtis","Morisita","Morisita_Horn","Jaccard","Gower","Bray_Curtis_bin","Morisita_bin","Morisita_Horn_bin","Jaccard_bin","Gower_bin"
"PCT-N-0500","PCT-S-0125",1692.41406151985,0.22018789160219,0.260733574533205,0.260729541817657,0.123714121599276,0.885840721560152,0.303030303030303,1,0.303030303030303,0.178571428571428,0.844594594594595
"PCT-N-0500","PCT-S-0075",1710.71073912847,0.184607885688874,0.22675150592755,0.226747003085591,0.101690364430676,0.885377598770906,0.294117647058823,1,0.294117647058824,0.172413793103448,0.837837837837838
"PCT-N-0125","PCT-S-1000",1712.53945938458,0.393065531699383,0.557804919515481,0.557788884105992,0.244605825223889,0.859457007842288,0.294117647058823,1,0.294117647058824,0.172413793103448,0.837837837837838
"PCT-N-0075","PCT-S-1000",1732.21486908866,0.413842671767323,0.622187383542766,0.622171843355388,0.260908968108752,0.860779668730382,0.324324324324324,1,0.324324324324324,0.193548387096774,0.831081081081081
"PCT-N-1000","PCT-S-0500",1740.4221781814,0.410586158055065,0.554822333421734,0.554803765167603,0.258325520528146,0.873358881041508,0.390243902439024,1,0.390243902439024,0.242424242424243,0.831081081081081
"PCT-N-0500","PCT-S-0000",1740.49074217634,0.0738386761506987,0.103024979674605,0.103023498264413,0.0383346271345212,0.891788423145393,0.153846153846154,1,0.153846153846154,0.0833333333333334,0.851351351351351
"PCT-S-0250","PCT-S-2000",1749.99966285408,0.242139716015546,0.291695623001862,0.291692943498248,0.137746849520202,0.928898628775072,0.25,1,0.25,0.142857142857143,0.878378378378378
"PCT-N-0250","PCT-N-2000",1750.00050213191,0.200628185087138,0.193079020766516,0.193073755176906,0.111499015058682,0.842453429176626,0.176470588235294,1,0.176470588235294,0.0967741935483871,0.810810810810811
"PCT-C-0250","PCT-C-2000",1750.0039328191,0.20586021042947,0.251602230041568,0.251597353014296,0.114740340538764,0.874070964130327,0.230769230769231,1,0.230769230769231,0.130434782608696,0.864864864864865
"PCT-N-1000","PCT-S-2000",1763.83606556599,0.248827561065235,0.205471177604279,0.205467860699644,0.142091981082455,0.88101568700538,0.166666666666667,1,0.166666666666667,0.0909090909090909,0.797297297297297
"PCT-N-0000","PCT-S-1000",1763.96542560248,0.244466945769643,0.209583861449543,0.209577433104683,0.139255108401715,0.896008111666509,0.387096774193548,1,0.387096774193548,0.24,0.871621621621622
"PCT-C-0500","PCT-N-2000",1772.18020631159,0.597729311802426,0.78137460112011,0.781355063253439,0.426258151748665,0.890969007555768,0.473684210526316,1,0.473684210526316,0.310344827586207,0.864864864864865
"PCT-C-0250","PCT-S-2000",1793.34315104699,0.226576592714235,0.182464139348945,0.182461192859383,0.127762265786833,0.859891564317594,0.142857142857143,1,0.142857142857143,0.076923076923077,0.837837837837838
"PCT-C-2000","PCT-S-0500",1818.43353736221,0.303255095887107,0.415550158725248,0.415542181101302,0.178727571334983,0.916620617442643,0.347826086956522,1,0.347826086956522,0.210526315789474,0.898648648648649
"PCT-C-2000","PCT-N-0250",1846.56655262585,0.351933872752514,0.476494070109907,0.476485083996761,0.213543538656604,0.940726266345876,0.380952380952381,1,0.380952380952381,0.235294117647059,0.912162162162162
"PCT-N-1000","PCT-S-0250",1858.19613896681,0.442524287119741,0.646831641550104,0.646820945142204,0.28412917354671,0.901634377276955,0.35,1,0.35,0.212121212121212,0.824324324324324
"PCT-N-0125","PCT-N-2000",1874.99635905247,0.0790921875757723,0.0613684673882421,0.0613669694108719,0.0411743796678905,0.799005671916355,0.102564102564103,1,0.102564102564103,0.0540540540540539,0.763513513513513
"PCT-S-0125","PCT-S-2000",1875.00047497328,0.245119946116425,0.273326811582152,0.273323154007446,0.139679031381074,0.886195398993687,0.193548387096774,1,0.193548387096774,0.107142857142857,0.831081081081081
"PCT-C-0125","PCT-C-2000",1875.00172338753,0.411540875947656,0.640304260019606,0.640292252966378,0.259081816910571,0.903026876922745,0.37037037037037,1,0.37037037037037,0.227272727272727,0.885135135135135
"PCT-C-0125","PCT-S-2000",1906.42737491155,0.137677190877512,0.102203528189259,0.102201928096811,0.0739276725834574,0.881131730423561,0.206896551724138,1,0.206896551724138,0.115384615384615,0.844594594594595
