"OTUname","ProbOccupancy"
"DUP_1",0.99999999755564
"DUP_2",0.999999890414054
"DUP_3",0.999999880075499
"DUP_4",0.999994685600892
"DUP_7",0.999998499443009
"DUP_8",0.978261366771648
"DUP_9",0.999999943528298
"DUP_10",0.999999759520411
"DUP_11",0.999994314113156
"DUP_12",0.999204023610532
"DUP_13",0.999968307628939
"DUP_14",0.999994385522684
"DUP_15",0.999993514723295
"DUP_16",0.999947391362708
"DUP_17",0.999532143899432
"DUP_18",0.99960852109493
"DUP_19",0.999919760623146
"DUP_20",0.231428903953438
"DUP_21",0.999976549833769
"DUP_22",0.999954077815304
"DUP_24",0.999651770704646
"DUP_25",0.999774773384664
"DUP_26",0.595035279659173
"DUP_27",0.999756132571479
"DUP_29",0.861846514725791
"DUP_31",0.999999676583222
"DUP_32",0.995827300641629
"DUP_33",0.999927514265499
"DUP_34",0.997015160619174
"DUP_36",0.999816621589489
"DUP_37",0.999901292313725
"DUP_39",0.999995011885959
"DUP_40",0.999978831636495
"DUP_41",0.999985618840257
"DUP_44",0.997655875634977
"DUP_45",0.999996224783952
"DUP_46",0.999930749377193
"DUP_47",0.999998529019463
"DUP_48",0.254159885647468
"DUP_49",0.999998495886178
"DUP_54",0.153012614288256
"DUP_55",0.999871849119391
"DUP_57",0.999954131983356
"DUP_58",0.999985469406617
"DUP_60",0.999915436088121
"DUP_62",0.999976592534649
"DUP_64",0.999983411442694
"DUP_65",0.724109843617441
"DUP_66",0.99999989339149
"DUP_68",0.999972034251692
"DUP_69",0.747896965910798
"DUP_70",0.999944691542789
"DUP_72",0.748661479650674
"DUP_77",0.999990011872351
"DUP_78",0.137016849603437
"DUP_80",0.999860685827291
"DUP_82",0.999996334017793
"DUP_83",0.692919604398031
"DUP_84",0.799603955573913
"DUP_89",0.19029687803659
"DUP_90",0.999990820470227
"DUP_97",0.965673660922181
"DUP_100",0.667757420301799
"DUP_101",0.999996029988719
"DUP_103",0.9999877032418
"DUP_109",0.99997906890388
"DUP_112",0.999966789640906
"DUP_116",0.999978246036585
"DUP_121",0.999984142637561
"DUP_126",0.999985479827283
"DUP_128",0.999989676051675
"DUP_131",0.999968350632409
"DUP_132",0.999999052947655
"DUP_134",0.757656848057954
"DUP_135",0.999971835332039
"DUP_138",0.152559239644222
"DUP_140",0.724706110082761
"DUP_141",0.999636762770251
"DUP_148",0.999992170003244
"DUP_149",0.999998388082718
"DUP_158",0.999944615779328
"DUP_165",0.999991900280552
"DUP_166",0.18848438905315
"DUP_168",0.128808605687103
"DUP_171",0.999995754354237
"DUP_175",0.176208852412807
"DUP_177",0.999996259351177
"DUP_178",0.999991761271039
"DUP_182",0.999999314486768
"DUP_189",0.999999122858927
"DUP_198",0.147606992411483
"DUP_201",0.999997956490523
"DUP_204",0.999996460649703
"DUP_208",0.999995591859237
"DUP_229",0.119902071356117
"DUP_232",0.967399732971312
"DUP_239",0.134054853333764
"DUP_241",0.166014587653969
"DUP_253",0.999950521571585
"DUP_255",0.17722084240325
"DUP_269",0.144192835366999
"DUP_277",0.138439516854325
"DUP_282",0.117734517522105
"DUP_285",0.999997148472516
"DUP_286",0.999999092937772
"DUP_290",0.130692022648945
"DUP_316",0.999999861041484
"DUP_319",0.99998571031604
"DUP_322",0.999978132707967
"DUP_329",0.999993861454471
"DUP_337",0.999993372865368
"DUP_340",0.99999989678307
"DUP_342",0.999990299348205
"DUP_351",0.141280975968273
"DUP_358",0.999990658420289
"DUP_361",0.120947434634347
"DUP_362",0.999997651700094
"DUP_369",0.999956124999432
"DUP_373",0.160093106941736
"DUP_380",0.999989044092842
"DUP_393",0.999998271564701
"DUP_395",0.999980595514017
"DUP_401",0.999999932922045
"DUP_404",0.15625099615026
"DUP_409",0.999999096790783
"DUP_415",0.132030796410306
"DUP_436",0.999994678306114
"DUP_445",0.153919298129654
"DUP_454",0.161273820667466
"DUP_456",0.114021737046879
"DUP_498",0.153180736042148
"DUP_499",0.155770759911966
"DUP_504",0.999999325131547
"DUP_522",0.147230903549015
"DUP_532",0.679576801921168
"DUP_535",0.999988647697971
"DUP_550",0.999999626024465
"DUP_557",0.999999982178708
"DUP_568",0.765535005505117
"DUP_633",0.999999081740044
"DUP_641",0.999999291092915
"DUP_651",0.999997450348683
"DUP_658",0.999999469903151
"DUP_677",0.999995387642676
"DUP_684",0.120188044660531
"DUP_687",0.999997113237562
"DUP_695",0.999998046760472
"DUP_725",0.999988319550957
"DUP_744",0.999999916079669
"DUP_749",0.999992550422325
"DUP_757",0.999988104224143
"DUP_763",0.999999133393988
"DUP_782",0.999999736846232
"DUP_800",0.999993331648838
"DUP_806",0.999999244123455
"DUP_811",0.99999375196632
"DUP_836",0.999989001562766
"DUP_849",0.999999258624355
"DUP_924",0.999999524024015
"DUP_932",0.122228483746408
"DUP_987",0.120749457921562
"DUP_1004",0.999990577541527
"DUP_1008",0.999998980182678
"DUP_1017",0.999993613766251
"DUP_1019",0.999988798918563
"DUP_1022",0.999992749210339
"DUP_1029",0.999997892691046
"DUP_1036",0.997154705720162
"DUP_1075",0.128065636237399
"DUP_1082",0.999988953242695
"DUP_1135",0.999999850930798
"DUP_1155",0.999989747697603
"DUP_1171",0.99997606999245
"DUP_1181",0.999997261867472
"DUP_1183",0.999990622530941
"DUP_1184",0.125211829311371
"DUP_1185",0.999999465286428
"DUP_1223",0.123116439929095
"DUP_1228",0.119902071356117
"DUP_1232",0.999999566662708
"DUP_1240",0.999999440811718
"DUP_1246",0.999994336360038
"DUP_1248",0.137984812601506
"DUP_1297",0.999999734641326
"DUP_1314",0.99999175139835
"DUP_1339",0.999998689937894
"DUP_1342",0.999992869140008
"DUP_1374",0.126086831116353
"DUP_1392",0.121219061736062
"DUP_1409",0.99999943196318
"DUP_1429",0.121219061736062
"DUP_1443",0.117513232959847
"DUP_1448",0.999999470729118
"DUP_1453",0.999993116277764
"DUP_1459",0.999999743269902
"DUP_1516",0.999999796859702
"DUP_1532",0.999992410286099
"DUP_1540",0.999968750176856
"DUP_1541",0.999992274632416
"DUP_1547",0.999991558260703
"DUP_1548",0.999999364668998
"DUP_1554",0.999999780991129
"DUP_1556",0.999997472798401
"DUP_1562",0.117348788699724
"DUP_1602",0.999998390640331
"DUP_1619",0.132343406500274
"DUP_1622",0.999999190641056
"DUP_1643",0.999999338084355
"DUP_1653",0.999999601308526
"DUP_1669",0.999989380452555
"DUP_1682",0.999999953049282
"DUP_1684",0.999999618112409
"DUP_1709",0.999993510428333
"DUP_1720",0.999998954533455
"DUP_1726",0.999993217314454
"DUP_1728",0.999997066555167
"DUP_1746",0.999998932501711
"DUP_1802",0.115428851761022
"DUP_1813",0.124079882521541
"DUP_1833",0.129345109762467
"DUP_1843",0.999994133893962
"DUP_1846",0.999999810405483
"DUP_1853",0.143068000322749
"DUP_1865",0.999988082233847
"DUP_1871",0.999991527270572
"DUP_1900",0.999999790113661
"DUP_1901",0.996936464473679
"DUP_1902",0.999991033075315
"DUP_1917",0.999999461159452
"DUP_1968",0.142158189582883
"DUP_1969",0.999999874399647
"DUP_1980",0.999991341321176
"DUP_1988",0.120185915152612
"DUP_1991",0.121219061736062
"DUP_2016",0.999999087495037
"DUP_2019",0.999993130101206
"DUP_2026",0.997071219107381
"DUP_2038",0.999993128608127
"DUP_2048",0.999993022067085
"DUP_2052",0.999992805938127
"DUP_2071",0.119902071356117
"DUP_2077",0.999993128608127
"DUP_2094",0.999993212219576
"DUP_2138",0.99999362631997
"DUP_2159",0.999995237970323
"DUP_2167",0.999999580769414
"DUP_2183",0.999993023875795
"DUP_2198",0.999991033075315
"DUP_2200",0.119902071356117
"DUP_2201",0.999999871022705
"DUP_2204",0.999999370034297
"DUP_2207",0.99999593333778
"DUP_2208",0.999999437681838
"DUP_2255",0.999999700613296
"DUP_2275",0.999999914639458
"DUP_2280",0.999996948319803
"DUP_2292",0.999999539440396
"DUP_2332",0.999993236291436
"DUP_2346",0.113572114218039
"DUP_2354",0.999998106262539
"DUP_2369",0.999997820461898
"DUP_2381",0.999999556253761
"DUP_2432",0.124624724528259
"DUP_2544",0.999999876844333
"DUP_2567",0.119902071356117
"DUP_2586",0.999999634993195
"DUP_2594",0.999991890080682
"DUP_2600",0.999993018475985
"DUP_2607",0.999976332755802
"DUP_2608",0.999992058609873
"DUP_2610",0.132030796410306
"DUP_2619",0.116571492840598
"DUP_2631",0.999992406693662
"DUP_2640",0.999992967001066
"DUP_2660",0.999993023875795
"DUP_2675",0.999993232874447
"DUP_2684",0.999998895879793
"DUP_2695",0.999991999171996
"DUP_2700",0.998834187174745
"DUP_2717",0.125347534017575
"DUP_2790",0.999999130894176
"DUP_2801",0.999989781630661
"DUP_2841",0.121219061736062
"DUP_2933",0.999998983454157
"DUP_2959",0.999999190641056
"DUP_2971",0.124137434388395
"DUP_3013",0.999998097484702
"DUP_3023",0.999997850091499
"DUP_3024",0.999999713527316
"DUP_3030",0.999999629249039
"DUP_3066",0.996771206002556
"DUP_3098",0.999996775707738
"DUP_3131",0.122369186363332
"DUP_3202",0.999999194070768
"DUP_3261",0.999991587466243
"DUP_3273",0.120591745259075
"DUP_3276",0.999999931634633
"DUP_3278",0.999993234583603
"DUP_3306",0.999997719531614
"DUP_3400",0.999991156548475
"DUP_3477",0.999990514339527
"DUP_3487",0.115433337586707
"DUP_3527",0.999998107193482
"DUP_3530",0.999991459511367
"DUP_3542",0.99999631374696
"DUP_3555",0.999999700613296
"DUP_3557",0.997261338559969
"DUP_3595",0.999999872368738
"DUP_3652",0.114008205780198
"DUP_3705",0.999980223127341
"DUP_3709",0.999992168443761
"DUP_3711",0.999999939060938
"DUP_3713",0.999989395088241
"DUP_3757",0.999998190871888
"DUP_3786",0.999997054519484
"DUP_3802",0.999999231443203
"DUP_3835",0.999999428922657
"DUP_3864",0.999997516345537
"DUP_3876",0.999963998422917
"DUP_3882",0.999991999171996
"DUP_3884",0.999993375238647
